timestamp,open,high,low,close
2025-07-10 15:10:00,111116.1,111116.1,110914.0,110951.7
2025-07-10 15:15:00,110951.7,111250.1,110951.7,111244.3
2025-07-10 15:20:00,111244.3,111298.4,111045.2,111141.3
2025-07-10 15:25:00,111136.1,111313.2,111128.7,111264.0
2025-07-10 15:30:00,111263.7,111344.0,111168.0,111212.1
2025-07-10 15:35:00,111212.1,111231.9,111159.3,111203.3
2025-07-10 15:40:00,111203.2,111230.5,111031.8,111133.7
2025-07-10 15:45:00,111134.1,111242.0,111091.9,111241.8
2025-07-10 15:50:00,111241.9,111297.6,111202.8,111297.6
2025-07-10 15:55:00,111297.5,111344.0,111270.5,111334.0
2025-07-10 16:00:00,111335.0,111366.0,111271.4,111305.9
2025-07-10 16:05:00,111305.9,111430.0,111292.4,111371.1
2025-07-10 16:10:00,111371.1,111430.5,111327.2,111397.0
2025-07-10 16:15:00,111395.1,111660.0,111395.0,111651.9
2025-07-10 16:20:00,111652.0,112250.0,111651.9,112232.9
2025-07-10 16:25:00,112232.8,112484.9,112204.8,112302.2
2025-07-10 16:30:00,112304.2,112691.9,112304.2,112543.9
2025-07-10 16:35:00,112558.8,112620.5,112344.9,112608.9
2025-07-10 16:40:00,112609.0,112640.0,112476.9,112555.4
2025-07-10 16:45:00,112555.3,112562.5,112320.1,112431.6
2025-07-10 16:50:00,112432.0,112525.3,112320.0,112504.8
2025-07-10 16:55:00,112506.0,112579.7,112462.6,112555.8
2025-07-10 17:00:00,112555.8,112609.0,112468.0,112609.0
2025-07-10 17:05:00,112608.9,113209.9,112608.9,113207.2
2025-07-10 17:10:00,113207.2,113380.0,113043.8,113345.8
2025-07-10 17:15:00,113345.8,113345.9,113055.0,113151.6
2025-07-10 17:20:00,113151.6,113322.0,113149.3,113302.5
2025-07-10 17:25:00,113302.4,113364.1,113158.0,113349.0
2025-07-10 17:30:00,113348.9,113688.5,113310.0,113498.6
2025-07-10 17:35:00,113498.6,113578.4,113367.0,113537.3
2025-07-10 17:40:00,113537.5,113584.0,113500.0,113521.0
2025-07-10 17:45:00,113521.3,113527.9,113347.0,113408.0
2025-07-10 17:50:00,113406.9,113680.0,113403.3,113646.0
2025-07-10 17:55:00,113646.0,113674.7,113544.9,113616.0
2025-07-10 18:00:00,113616.1,113645.3,113415.0,113484.4
2025-07-10 18:05:00,113496.0,113499.9,113312.9,113333.1
2025-07-10 18:10:00,113333.2,113389.9,113216.0,113273.6
2025-07-10 18:15:00,113273.6,113467.4,113270.1,113432.8
2025-07-10 18:20:00,113440.0,113539.0,113210.6,113210.7
2025-07-10 18:25:00,113210.6,113210.6,113036.2,113114.0
2025-07-10 18:30:00,113114.0,113176.3,113019.1,113138.2
2025-07-10 18:35:00,113128.5,113255.2,112960.0,113015.1
2025-07-10 18:40:00,113015.1,113086.9,112960.1,113008.4
2025-07-10 18:45:00,113008.4,113186.1,112930.7,113175.8
2025-07-10 18:50:00,113176.0,113285.3,113147.9,113285.3
2025-07-10 18:55:00,113285.2,113383.1,113285.2,113357.0
2025-07-10 19:00:00,113357.1,113500.0,113353.6,113482.1
2025-07-10 19:05:00,113488.1,113600.0,113487.5,113533.9
2025-07-10 19:10:00,113534.0,113601.1,113519.5,113560.2
2025-07-10 19:15:00,113560.2,113576.8,113482.4,113493.2
2025-07-10 19:20:00,113493.3,113513.1,113350.1,113373.6
2025-07-10 19:25:00,113373.3,113396.0,113241.6,113241.6
2025-07-10 19:30:00,113241.7,113241.7,113054.1,113075.1
2025-07-10 19:35:00,113075.3,113177.8,113054.1,113080.0
2025-07-10 19:40:00,113080.1,113243.8,113080.0,113197.9
2025-07-10 19:45:00,113197.9,113198.0,113054.1,113090.6
2025-07-10 19:50:00,113095.9,113234.8,113074.0,113212.1
2025-07-10 19:55:00,113212.3,113345.4,113203.9,113223.9
2025-07-10 20:00:00,113224.0,113304.0,113197.3,113291.9
2025-07-10 20:05:00,113291.9,113437.2,113218.0,113245.8
2025-07-10 20:10:00,113253.7,113369.9,113230.1,113369.9
2025-07-10 20:15:00,113371.4,113426.2,113296.4,113371.3
2025-07-10 20:20:00,113371.4,113410.5,113352.5,113410.5
2025-07-10 20:25:00,113410.4,113410.5,113310.8,113360.6
2025-07-10 20:30:00,113360.6,113379.9,113286.7,113317.9
2025-07-10 20:35:00,113317.6,113468.2,113301.4,113374.4
2025-07-10 20:40:00,113375.7,113499.9,113373.2,113499.9
2025-07-10 20:45:00,113500.0,113500.1,113423.9,113423.9
2025-07-10 20:50:00,113424.0,113457.7,113343.5,113448.3
2025-07-10 20:55:00,113448.4,113474.0,113410.0,113410.0
2025-07-10 21:00:00,113410.1,113548.9,113312.1,113527.8
2025-07-10 21:05:00,113527.7,113620.0,113495.2,113532.4
2025-07-10 21:10:00,113532.5,113631.8,113532.4,113586.0
2025-07-10 21:15:00,113584.4,117510.2,113524.3,116426.8
2025-07-10 21:20:00,116411.9,116781.9,115504.0,115984.2
2025-07-10 21:25:00,115985.7,116289.9,115664.4,115696.0
2025-07-10 21:30:00,115696.1,116358.0,115674.4,116155.2
2025-07-10 21:35:00,116155.1,116273.8,115854.3,116270.0
2025-07-10 21:40:00,116254.0,116778.4,116201.0,116255.4
2025-07-10 21:45:00,116255.4,116592.3,115907.3,116527.2
2025-07-10 21:50:00,116527.3,116632.0,116172.1,116483.3
2025-07-10 21:55:00,116483.2,116669.6,116372.2,116455.0
2025-07-10 22:00:00,116455.1,116465.2,116123.5,116222.1
2025-07-10 22:05:00,116222.0,116408.9,116164.0,116299.5
2025-07-10 22:10:00,116290.1,116305.6,115944.0,116069.7
2025-07-10 22:15:00,116069.7,116200.1,116062.4,116200.0
2025-07-10 22:20:00,116200.0,116246.4,115908.8,115920.1
2025-07-10 22:25:00,115920.1,115997.1,115850.0,115892.1
2025-07-10 22:30:00,115892.0,115892.0,115826.2,115865.5
2025-07-10 22:35:00,115866.6,115932.2,115813.8,115813.9
2025-07-10 22:40:00,115813.8,115949.1,115775.2,115937.4
2025-07-10 22:45:00,115937.4,116154.6,115906.8,116074.2
2025-07-10 22:50:00,116074.2,116170.4,116064.8,116084.2
2025-07-10 22:55:00,116084.2,116093.8,115965.3,115998.8
2025-07-10 23:00:00,115998.7,116043.2,115896.9,115940.0
2025-07-10 23:05:00,115940.0,116084.0,115939.9,116030.1
2025-07-10 23:10:00,116030.1,116042.8,115880.2,115987.1
2025-07-10 23:15:00,115987.1,116001.0,115780.0,115904.1
2025-07-10 23:20:00,115898.1,115900.0,115771.5,115820.0
2025-07-10 23:25:00,115820.0,115862.0,115768.0,115768.1
2025-07-10 23:30:00,115768.1,115796.8,115650.0,115650.1
2025-07-10 23:35:00,115650.0,115704.0,115650.0,115663.2
2025-07-10 23:40:00,115663.2,115781.3,115650.0,115763.1
2025-07-10 23:45:00,115763.1,115868.6,115712.5,115850.0
2025-07-10 23:50:00,115850.0,115985.7,115850.0,115972.1
2025-07-10 23:55:00,115972.0,115991.9,115946.4,115991.9
2025-07-11 00:00:00,115991.9,116034.3,115937.8,115978.7
2025-07-11 00:05:00,115976.2,116044.0,115904.7,116043.9
2025-07-11 00:10:00,116044.0,116049.8,115838.1,115842.4
2025-07-11 00:15:00,115842.4,115857.4,115392.5,115466.3
2025-07-11 00:20:00,115466.3,115526.3,115266.0,115288.0
2025-07-11 00:25:00,115289.7,115501.0,115196.1,115466.5
2025-07-11 00:30:00,115459.5,115590.0,115276.4,115529.4
2025-07-11 00:35:00,115529.5,115696.0,115508.7,115659.9
2025-07-11 00:40:00,115659.9,115659.9,115413.6,115424.1
2025-07-11 00:45:00,115424.2,115648.5,115388.2,115531.0
2025-07-11 00:50:00,115539.7,115581.4,115457.0,115492.9
2025-07-11 00:55:00,115493.0,115709.7,115399.4,115560.0
2025-07-11 01:00:00,115560.1,115622.9,115480.0,115547.3
2025-07-11 01:05:00,115546.9,115627.0,115512.3,115617.9
2025-07-11 01:10:00,115617.8,115642.8,115489.2,115623.1
2025-07-11 01:15:00,115623.1,115750.0,115623.1,115729.9
2025-07-11 01:20:00,115729.9,115929.9,115729.9,115921.5
2025-07-11 01:25:00,115925.0,115953.5,115896.5,115912.1
2025-07-11 01:30:00,115912.1,115942.6,115854.1,115879.3
2025-07-11 01:35:00,115878.8,115929.2,115841.1,115903.8
2025-07-11 01:40:00,115903.8,115975.0,115902.2,115962.1
2025-07-11 01:45:00,115966.0,116049.9,115912.0,116031.9
2025-07-11 01:50:00,116031.9,116032.0,115861.2,115861.2
2025-07-11 01:55:00,115861.2,115971.9,115841.7,115935.1
2025-07-11 02:00:00,115935.1,115935.1,115838.0,115850.3
2025-07-11 02:05:00,115850.4,115957.0,115677.4,115684.9
2025-07-11 02:10:00,115682.0,115942.1,115682.0,115942.0
2025-07-11 02:15:00,115942.0,116176.0,115942.0,116171.4
2025-07-11 02:20:00,116171.4,116275.1,116117.4,116174.8
2025-07-11 02:25:00,116174.7,116254.4,116111.0,116244.0
2025-07-11 02:30:00,116243.1,116327.0,116203.1,116320.7
2025-07-11 02:35:00,116320.8,116555.1,116276.0,116430.0
2025-07-11 02:40:00,116430.0,116527.7,116398.3,116450.2
2025-07-11 02:45:00,116450.1,116548.4,116405.0,116531.6
2025-07-11 02:50:00,116531.6,116762.2,116493.7,116711.5
2025-07-11 02:55:00,116711.6,116711.6,116580.3,116617.8
2025-07-11 03:00:00,116617.8,116617.9,116499.5,116519.6
2025-07-11 03:05:00,116519.6,116583.9,116423.4,116532.0
2025-07-11 03:10:00,116532.0,116532.0,116387.7,116435.4
2025-07-11 03:15:00,116432.6,116476.7,116330.0,116475.5
2025-07-11 03:20:00,116475.5,116549.6,116422.4,116480.0
2025-07-11 03:25:00,116480.0,116510.0,116405.1,116466.9
2025-07-11 03:30:00,116466.7,116492.0,116400.0,116463.9
2025-07-11 03:35:00,116464.0,116500.0,116368.0,116424.5
2025-07-11 03:40:00,116424.4,116541.1,116378.1,116541.1
2025-07-11 03:45:00,116541.1,116681.5,116540.6,116681.4
2025-07-11 03:50:00,116681.5,116784.3,116616.9,116711.0
2025-07-11 03:55:00,116711.0,116935.4,116711.0,116835.6
2025-07-11 04:00:00,116835.7,116835.7,116673.0,116692.2
2025-07-11 04:05:00,116692.1,116692.1,116544.1,116580.3
2025-07-11 04:10:00,116577.9,116597.8,116521.7,116580.1
2025-07-11 04:15:00,116580.0,116626.5,116519.4,116581.0
2025-07-11 04:20:00,116580.9,116580.9,116481.8,116555.7
2025-07-11 04:25:00,116555.7,116571.8,116485.9,116522.4
2025-07-11 04:30:00,116522.3,116539.9,116419.5,116460.1
2025-07-11 04:35:00,116460.1,116563.0,116460.1,116474.3
2025-07-11 04:40:00,116474.3,116632.2,116474.3,116601.1
2025-07-11 04:45:00,116601.1,116834.8,116575.5,116778.0
2025-07-11 04:50:00,116778.1,116886.1,116757.9,116842.8
2025-07-11 04:55:00,116842.7,116877.2,116782.3,116849.9
2025-07-11 05:00:00,116849.9,116916.5,116849.9,116899.7
2025-07-11 05:05:00,116899.7,117342.0,116890.7,117230.0
2025-07-11 05:10:00,117226.0,117246.2,117114.0,117143.8
2025-07-11 05:15:00,117152.0,117381.0,117088.3,117138.6
2025-07-11 05:20:00,117138.6,117284.0,117068.0,117246.0
2025-07-11 05:25:00,117246.0,117456.0,117179.9,117441.5
2025-07-11 05:30:00,117441.6,117880.8,117371.1,117789.7
2025-07-11 05:35:00,117789.7,117935.3,117618.0,117800.0
2025-07-11 05:40:00,117799.9,118170.1,117685.5,117921.7
2025-07-11 05:45:00,117921.6,118402.1,117740.5,118259.7
2025-07-11 05:50:00,118259.7,118344.2,118022.5,118176.6
2025-07-11 05:55:00,118176.6,118176.7,117741.0,117827.1
2025-07-11 06:00:00,117827.7,118059.1,117776.1,117977.0
2025-07-11 06:05:00,117977.1,118370.0,117959.1,118271.5
2025-07-11 06:10:00,118271.5,118271.6,117906.4,117999.0
2025-07-11 06:15:00,117999.0,118163.4,117891.6,118121.1
2025-07-11 06:20:00,118121.1,118297.0,118083.2,118202.0
2025-07-11 06:25:00,118202.0,118246.7,118065.8,118102.1
2025-07-11 06:30:00,118096.1,118137.3,117960.2,118051.3
2025-07-11 06:35:00,118051.4,118137.0,117941.0,117941.9
2025-07-11 06:40:00,117941.8,117963.1,117850.1,117923.9
2025-07-11 06:45:00,117922.1,117964.3,117681.9,117806.0
2025-07-11 06:50:00,117805.9,117840.0,117596.5,117694.2
2025-07-11 06:55:00,117694.2,117738.6,117564.3,117630.6
2025-07-11 07:00:00,117630.5,117635.0,117518.7,117519.4
2025-07-11 07:05:00,117519.4,117543.6,117437.0,117467.1
2025-07-11 07:10:00,117469.9,117609.4,117456.0,117456.0
2025-07-11 07:15:00,117456.0,117626.5,117456.0,117590.3
2025-07-11 07:20:00,117588.3,117777.0,117580.0,117724.9
2025-07-11 07:25:00,117724.9,117887.9,117704.0,117866.3
2025-07-11 07:30:00,117866.4,117891.3,117742.0,117837.7
2025-07-11 07:35:00,117837.7,118096.8,117793.7,117982.2
2025-07-11 07:40:00,117982.2,118000.3,117859.2,117940.2
